codigoinstitucion,nombreinstitucion,codigodepartinstitucion,nombredepartinstitucion,codigomunicipioinstitucion,nombremunicipioinstitucion,codigoorigeninstitucional,nombreorigeninstitucional,codigocaracteracademico,nombrecaracteracademico,codigoprograma,nombreprograma,codigodepartprograma,nombredepartprograma,codigomunicipioprograma,nombremunicipioprograma,codigoestadoprograma,nombreestadoprograma,cantidadcreditos,fechaacreditacion,codigoareaconocimiento,nombreareaconocimiento,codigometodologia,nombremetodologia,codigonbc,nombrenbc,codigonivelformacion,nombrenivelformacion,codigonivelacademico,nombrenivelacademico,codigoperiodicidad,nombreperiodicidad,cantidadperiodos,numeroresolucionacreditacion,codigotipoacreditacion,nombretipoacreditacion,aniosacreditados,nombretituloobtenido,fechacreacion,genero,departamento_origen,estrato_socioeconomico,tipo_colegio,programa_academico,edad,puntaje_saber11,promedio_acumulado,materias_reprobadas,ingreso_familiar,desertor_predicho,probabilidad_desercion
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,15/05/2015,9,Matemáticas y ciencias naturales,1,Presencial,935,Física,1,Especialización universitaria,2,Posgrado,2,Semestral,3,6974,4,n/a,NA,ESPECIALISTA EN CIENCIAS FISICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,20/05/2015,9,Matemáticas y ciencias naturales,1,Presencial,935,Física,1,Especialización universitaria,2,Posgrado,2,Semestral,3,7122,4,n/a,NA,ESPECIALISTA EN CIENCIAS FISICAS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,26,15/01/2016,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,1,Especialización universitaria,2,Posgrado,2,Semestral,2,533,4,n/a,NA,ESPECIALISTA EN CULTIVOS PERENNES INDUSTRIALES,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,NA,23/02/2017,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,2555,4,n/a,NA,ESPECIALISTA EN DERECHO ADMINISTRATIVO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,NA,30/09/2015,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,16232,4,n/a,NA,ESPECIALISTA EN DERECHO CONSTITUCIONAL,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,32,12/04/2019,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,3983,2,Registro calificado,7,ESPECIALISTA EN DERECHO DE FAMILIA,14/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,32,11/11/2020,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,21366,2,Registro calificado,7,ESPECIALISTA EN DERECHO DEL TRABAJO,14/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,32,19/08/2016,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,16822,2,Registro calificado,7,ESPECIALISTA EN DERECHO PRIVADO,14/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,32,15/01/2016,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,548,2,Registro calificado,7,ESPECIALISTA EN DERECHO COMERCIAL O ESPECIALISTA EN DERECHO ECONÓMICO,14/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,6/09/2012,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,6,Sin definir,NA,10743,4,n/a,NA,ESPECIALISTA EN DERECHO PUBLICO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,32,22/11/2011,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,10572,2,Registro calificado,7,ESPECIALISTA EN DERECHOS HUMANOS Y DERECHO INTERNACIONAL HUMANITARIO,24/07/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,11/12/2018,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,1,Especialización universitaria,2,Posgrado,2,Semestral,3,18815,4,n/a,NA,ESPECIALISTA EN DESARROLLO RURAL,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,27/09/2017,2,Bellas artes,1,Presencial,27,Diseño,1,Especialización universitaria,2,Posgrado,2,Semestral,3,19585,4,n/a,NA,ESPECIALISTA EN DISEÑO DE MULTIMEDIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,21/03/2018,2,Bellas artes,1,Presencial,27,Diseño,1,Especialización universitaria,2,Posgrado,2,Semestral,2,4605,4,n/a,NA,ESPECIALISTA EN DISEÑO URBANO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,30,17/07/2018,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,830,Ingeniería industrial y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,11584,4,n/a,NA,ESPECIALISTA EN DISEÑO Y DESARROLLO DE PRODUCTO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,9/03/2018,6,Economía administración contaduría y afines,1,Presencial,69,Administración,1,Especialización universitaria,2,Posgrado,2,Semestral,2,3970,4,n/a,NA,ESPECIALISTA EN ECONOMIA PUBLICA Y GESTION PUBLICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,22,15/02/2018,3,Ciencias de la educación,1,Presencial,313,Educación,1,Especialización universitaria,2,Posgrado,2,Semestral,2,2395,4,n/a,NA,ESPECIALISTA EN EDUCACION ARTISTICA INTEGRAL,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,11/12/2018,4,Ciencias de la salud,1,Presencial,441,Enfermería,1,Especialización universitaria,2,Posgrado,2,Semestral,3,18816,4,n/a,NA,ESPECIALISTA EN ENFERMERIA CARDIO RESPIRATORIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,NA,21/03/2018,4,Ciencias de la salud,1,Presencial,445,Medicina,1,Especialización universitaria,2,Posgrado,2,Semestral,3,4619,4,n/a,NA,ESPECIALISTA EN ENFERMERIA CARDIORESPIRATORIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,NA,30/09/2015,4,Ciencias de la salud,1,Presencial,441,Enfermería,1,Especialización universitaria,2,Posgrado,2,Semestral,3,16174,4,n/a,NA,ESPECIALISTA EN ENFERMERIA PERINATAL CON APOYO FAMILIAR,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,29,17/02/2015,3,Ciencias de la educación,1,Presencial,313,Educación,1,Especialización universitaria,2,Posgrado,1,Anual,1,2042,4,n/a,NA,ESPECIALISTA EN ESCRITURAS CREATIVAS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,NA,10/11/2017,9,Matemáticas y ciencias naturales,1,Presencial,937,Matemáticas estadística y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,24509,4,n/a,NA,ESPECIALISTA EN ESTADISTICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,NA,5/04/2013,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,825,Ingeniería civil y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,3231,4,n/a,NA,ESPECIALISTA EN ESTRUCTURAS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,NA,18/10/2011,5,Ciencias sociales y humanas,1,Presencial,569,Sociología trabajo social y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,9276,4,n/a,NA,ESPECIALISTA EN PROYECTOS DE DESARROLLO CON PERSPECTIVA DE GENERO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,19/11/2012,9,Matemáticas y ciencias naturales,1,Presencial,939,Química y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,14966,4,n/a,NA,ESPECIALISTA EN FARMACOLOGIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,25,1/03/2016,5,Ciencias sociales y humanas,1,Presencial,568,Filosofía teología y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,3983,4,n/a,NA,ESPECIALISTA EN FILOSOFÍA DE LA MENTE,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,25,30/09/2015,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,16203,4,n/a,NA,ESPECIALISTA EN FILOSOFÍA POLÍTICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1112,UNIVERSIDAD DE CALDAS,17,Caldas,17001,Manizales,1,Oficial,4,Universidad,52,Nariño,52,Nariño,52001,Pasto,2,Inactivo,NA,30/08/2016,3,Ciencias de la educación,1,Presencial,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,17489,4,n/a,NA,MAGISTER EN DIDACTICA DEL INGLES,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,36,15/05/2015,2,Bellas artes,1,Presencial,24,Artes plásticas visuales y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,6976,4,n/a,NA,ESPECIALISTA EN FOTOGRAFIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,NA,5/08/2014,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,825,Ingeniería civil y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,12508,4,n/a,NA,ESPECIALISTA EN GEOTECNIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,33,5/08/2014,6,Economía administración contaduría y afines,1,Presencial,69,Administración,1,Especialización universitaria,2,Posgrado,2,Semestral,3,12509,4,n/a,NA,ESPECIALISTA EN GESTION Y GERENCIA DE PROYECTOS AGROPECUARIOS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,28,1/03/2016,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,827,Ingeniería de sistemas telemática y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,3982,2,Registro calificado,7,ESPECIALISTA EN GOBIERNO ELECTRÓNICO,5/08/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,11/09/2019,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,1,Especialización universitaria,2,Posgrado,2,Semestral,3,9712,4,n/a,NA,ESPECIALISTA EN HORTICULTURA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,30,19/11/2012,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,828,Ingeniería eléctrica y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,14964,4,n/a,NA,ESPECIALISTA EN ILUMINACION PUBLICA Y PRIVADA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,12/06/2019,6,Economía administración contaduría y afines,1,Presencial,611,Economía,1,Especialización universitaria,2,Posgrado,2,Semestral,3,6075,4,n/a,NA,ESPECIALISTA EN INDUSTRIA Y TECNOLOGIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,30,1/03/2021,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,830,Ingeniería industrial y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,3164,4,n/a,NA,ESPECIALISTA EN INGENIERIA - CONTROL,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,NA,30/09/2015,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,820,Ingeniería ambiental sanitaria y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,16223,4,n/a,NA,ESPECIALISTA EN INGENIERIA AMBIENTAL-AREA SANITARIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,9/03/2018,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,828,Ingeniería eléctrica y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,3,3968,4,n/a,NA,ESPECIALISTA EN INGENIERIA ELECTRICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,30,15/01/2016,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,829,Ingeniería electrónica telecomunicaciones y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,541,4,n/a,NA,ESPECIALISTA EN INGENIERIA ELECTRICA - ELECTRONICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,32,26/05/2014,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,7730,2,Registro calificado,7,ESPECIALISTA EN INSTITUCIONES JURÍDICAS DE LA SEGURIDAD SOCIAL,14/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,1/04/2021,5,Ciencias sociales y humanas,1,Presencial,556,Ciencia política relaciones internacionales,1,Especialización universitaria,2,Posgrado,6,Sin definir,NA,3167,4,n/a,NA,ESPECIALIZACISTA EN INSTITUCIONES JURIDICO POLITICAS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,10/03/2017,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,6,Sin definir,NA,4257,4,n/a,NA,ESPECIALISTA EN INSTITUCIONES JURIDICO POLITICAS Y DERECHO PUBLICO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,2,Inactivo,NA,19/08/2016,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,6,Sin definir,NA,16823,4,n/a,NA,ESPECIALISTA EN INSTITUCIONES JURIDICO POLITICAS Y DERECHO PUBLICO MENCION EN DERECHO ADMINISTRATIVO,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,32,30/09/2015,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,17179,2,Registro calificado,7,ESPECIALISTA EN INSTITUCIONES JURÍDICO-PENALES,14/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,NA,11/09/2019,4,Ciencias de la salud,1,Presencial,445,Medicina,2,Maestría,2,Posgrado,2,Semestral,4,9714,4,n/a,NA,MAGISTER EN CIENCIAS - BIOQUIMICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1101,UNIVERSIDAD NACIONAL DE COLOMBIA,11,Bogotá D.C.,11001,Bogotá D.C.,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,32,6/08/2018,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,1,Especialización universitaria,2,Posgrado,2,Semestral,2,12769,2,Registro calificado,7,ESPECIALISTA EN INSTITUCIONES JURÍDICO-PROCESALES,14/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
