codigoinstitucion,nombreinstitucion,codigodepartinstitucion,nombredepartinstitucion,codigomunicipioinstitucion,nombremunicipioinstitucion,codigoorigeninstitucional,nombreorigeninstitucional,codigocaracteracademico,nombrecaracteracademico,codigoprograma,nombreprograma,codigodepartprograma,nombredepartprograma,codigomunicipioprograma,nombremunicipioprograma,codigoestadoprograma,nombreestadoprograma,cantidadcreditos,fechaacreditacion,codigoareaconocimiento,nombreareaconocimiento,codigometodologia,nombremetodologia,codigonbc,nombrenbc,codigonivelformacion,nombrenivelformacion,codigonivelacademico,nombrenivelacademico,codigoperiodicidad,nombreperiodicidad,cantidadperiodos,numeroresolucionacreditacion,codigotipoacreditacion,nombretipoacreditacion,aniosacreditados,nombretituloobtenido,fechacreacion,genero,departamento_origen,estrato_socioeconomico,tipo_colegio,programa_academico,edad,puntaje_saber11,promedio_acumulado,materias_reprobadas,ingreso_familiar,desertor_predicho,probabilidad_desercion
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,2,Inactivo,175,2/09/2015,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,10,13756,4,n/a,NA,LICENCIADO EN INFORMÁTICA Y TECNOLOGÍA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,2,Inactivo,175,30/04/2021,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,10,7450,3,Acreditación de alta calidad,4,LICENCIADO EN LENGUAS EXTRANJERAS,24/05/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,175,2/09/2015,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,10,13756,3,Acreditación de alta calidad,45,LICENCIADO EN LENGUAS EXTRANJERAS CON ENFASIS  EN INGLES Y EN FRANCÉS,24/05/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,170,9/11/2017,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,10,24303,2,Registro calificado,7,LICENCIADO EN LENGUAS MODERNAS CON ÉNFASIS EN  INGLÉS,24/05/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,164,8/06/2017,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,10,11423,2,Registro calificado,7,LICENCIADO EN LITERATURA Y LENGUA CASTELLANA,24/05/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,170,8/06/2017,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,10,11423,3,Acreditación de alta calidad,6,LICENCIADO EN MATEMATICAS,17/07/2020,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,2,Inactivo,NA,9/06/2017,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,8,11733,4,n/a,NA,LICENCIADO EN MATEMATICAS Y FISICA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,175,25/05/2017,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,10,10716,3,Acreditación de alta calidad,8,LICENCIADO EN MUSICA,17/07/2018,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,175,9/11/2017,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,10,24303,3,Acreditación de alta calidad,65,LICENCIADO EN PSICOPEDAGOGIA CON ENFASIS EN ASESORIA EDUCATIVA,16/12/2014,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,2,Inactivo,NA,4/08/2016,3,Ciencias de la educación,1,Presencial,313,Educación,6,Universitaria,1,Pregrado,2,Semestral,8,16122,4,n/a,NA,LICENCIADO EN QUIMICA Y BIOLOGIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,50,25/08/2017,6,Economía administración contaduría y afines,1,Presencial,69,Administración,2,Maestría,2,Posgrado,2,Semestral,4,16780,2,Registro calificado,7,MAGÍSTER EN ADMINISTRACIÓN DE ORGANIZACIONES,15/02/2021,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,18/11/2019,3,Ciencias de la educación,1,Presencial,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,12092,2,Registro calificado,7,MAGISTER EN AMBIENTES EDUCATIVOS MEDIADOS POR TIC,14/08/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,17/07/2020,9,Matemáticas y ciencias naturales,1,Presencial,935,Física,2,Maestría,2,Posgrado,2,Semestral,4,13221,2,Registro calificado,7,MAGÍSTER EN CIENCIAS  - FÍSICA,21/09/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,10/11/2017,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,2,Maestría,2,Posgrado,2,Semestral,4,24510,2,Registro calificado,7,MAGISTER EN CIENCIAS AGRARIAS,26/12/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,41,11/09/2019,9,Matemáticas y ciencias naturales,1,Presencial,934,Biología microbiología y afines,2,Maestría,2,Posgrado,2,Semestral,4,9743,2,Registro calificado,7,MAGISTER EN CIENCIAS BIOLOGICAS,30/08/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,11/12/2015,9,Matemáticas y ciencias naturales,1,Presencial,937,Matemáticas estadística y afines,2,Maestría,2,Posgrado,2,Semestral,4,20199,2,Registro calificado,7,MAGISTER EN CIENCIAS MATEMÁTICAS,6/07/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,50,22/12/2015,1,Agronomía veterinaria y afines,1,Presencial,13,Medicina veterinaria,2,Maestría,2,Posgrado,2,Semestral,4,20968,2,Registro calificado,7,MAGISTER EN CIENCIAS VETERINARIAS,14/07/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,56,27/12/2019,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,2,Maestría,2,Posgrado,2,Semestral,4,17369,2,Registro calificado,7,MAGÍSTER EN DERECHOS HUMANOS,18/12/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,56,10/06/2016,5,Ciencias sociales y humanas,1,Presencial,559,Derecho y afines,2,Maestría,2,Posgrado,2,Semestral,4,11370,2,Registro calificado,7,MAGÍSTER EN DERECHOS HUMANOS,17/11/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,2,Inactivo,NA,24/08/2017,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,2,Maestría,2,Posgrado,2,Semestral,4,16764,3,Acreditación previa,4,MAGISTER EN DESARROLLO RURAL,8/11/2004,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,53,17/07/2018,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,2,Maestría,2,Posgrado,2,Semestral,4,11565,2,Registro calificado,7,MAGISTER EN DESARROLLO RURAL,3/03/2021,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,2,Inactivo,NA,25/05/2017,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,2,Maestría,2,Posgrado,1,Anual,2,10711,4,n/a,NA,MAGISTER EN DESARROLLO RURAL,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,44,25/05/2017,3,Ciencias de la educación,3,Virtual,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,10711,2,Registro calificado,7,MAGÍSTER EN DIDÁCTICA DE LA MATEMÁTICA,13/09/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,2,Inactivo,56,8/10/2013,6,Economía administración contaduría y afines,3,Virtual,69,Administración,2,Maestría,2,Posgrado,2,Semestral,4,13935,4,n/a,NA,MAGISTER EN DIRECCIÓN Y ADMINISTRACIÓN DE EMPRESAS,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,52,16/06/2016,3,Ciencias de la educación,1,Presencial,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,11943,2,Registro calificado,7,MAGISTER EN DOCENCIA DE IDIOMAS,3/03/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,55,16/06/2016,6,Economía administración contaduría y afines,1,Presencial,611,Economía,2,Maestría,2,Posgrado,2,Semestral,4,11943,2,Registro calificado,7,MAGISTER EN ECONOMÍA,29/12/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,28/09/2020,3,Ciencias de la educación,1,Presencial,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,18056,3,Acreditación de alta calidad,6,MAGISTER EN EDUCACION,1/03/2021,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,21/03/2018,3,Ciencias de la educación,1,Presencial,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,4601,2,Registro calificado,7,MAGISTER EN EDUCACIÓN MATEMÁTICA,23/07/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,51,10/11/2017,6,Economía administración contaduría y afines,1,Presencial,69,Administración,2,Maestría,2,Posgrado,2,Semestral,4,24516,2,Registro calificado,7,MAESTRÍA EN FINANZAS,13/12/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,8/06/2018,1,Agronomía veterinaria y afines,1,Presencial,11,Agronomía,2,Maestría,2,Posgrado,2,Semestral,4,9424,2,Registro calificado,7,MAGÍSTER EN FISIOLOGÍA VEGETAL,28/09/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,55,31/08/2017,5,Ciencias sociales y humanas,1,Presencial,562,Geografía historia,2,Maestría,2,Posgrado,2,Semestral,4,17485,3,Acreditación de alta calidad,4,MAGISTER EN GEOGRAFIA,11/11/2020,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,54,24/10/2018,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,825,Ingeniería civil y afines,2,Maestría,2,Posgrado,2,Semestral,4,17206,2,Registro calificado,7,MAGISTER EN GEOTECNIA,18/06/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,16/01/2017,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,832,Ingeniería química y afines,2,Maestría,2,Posgrado,2,Semestral,4,184,2,Registro calificado,7,MAGISTER EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN,14/11/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,11,Bogotá D.C.,11,Bogotá D.C.,11001,Bogotá D.C.,1,Activo,48,6/08/2018,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,826,Ingeniería de minas metalurgia y afines,2,Maestría,2,Posgrado,2,Semestral,4,12774,2,Registro calificado,7,MAGISTER EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN,15/01/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,6/08/2018,Sin clasificar,Sin clasificar,3,Virtual,Sin clasificar,Sin clasificar,2,Maestría,2,Posgrado,2,Semestral,4,12773,2,Registro calificado,7,MAGÍSTER EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN,6/08/2020,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,10/11/2017,3,Ciencias de la educación,1,Presencial,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,24504,2,Registro calificado,7,MAGISTER EN GESTIÓN EDUCATIVA,1/06/2016,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,13,Bolívar,13,Bolívar,13001,Cartagena de Indias,2,Inactivo,56,17/07/2018,5,Ciencias sociales y humanas,1,Presencial,562,Geografía historia,2,Maestría,2,Posgrado,2,Semestral,4,11571,4,n/a,NA,MAGISTER EN HISTORIA,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,50,24/10/2018,5,Ciencias sociales y humanas,1,Presencial,562,Geografía historia,2,Maestría,2,Posgrado,2,Semestral,4,17220,2,Registro calificado,85,MAGISTER EN HISTORIA,18/12/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,9/06/2017,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,825,Ingeniería civil y afines,2,Maestría,2,Posgrado,2,Semestral,4,11722,2,Registro calificado,7,MAGISTER EN INGENIERÍA,2/07/2020,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,12/04/2019,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,820,Ingeniería ambiental sanitaria y afines,2,Maestría,2,Posgrado,2,Semestral,4,3989,2,Registro calificado,7,MAGISTER EN INGENIERIA AMBIENTAL,9/06/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,50,18/03/2019,5,Ciencias sociales y humanas,1,Presencial,564,Lenguas modernas literatura linguística y afines,2,Maestría,2,Posgrado,1,Anual,2,2708,2,Registro calificado,7,MAGISTER EN LINGUISTICA,16/01/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,2,Inactivo,NA,15/11/2018,5,Ciencias sociales y humanas,1,Presencial,564,Lenguas modernas literatura linguística y afines,2,Maestría,2,Posgrado,2,Semestral,4,17735,4,n/a,NA,MAGISTER EN LINGUISTICA HISPANICA -INVESTIGACION Y DOCENCIA-,NA,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,50,15/11/2018,3,Ciencias de la educación,1,Presencial,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,17736,2,Registro calificado,7,MAGISTER EN LITERATURA,8/09/2017,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,48,17/07/2018,8,Ingeniería arquitectura urbanismo y afines,1,Presencial,826,Ingeniería de minas metalurgia y afines,2,Maestría,2,Posgrado,2,Semestral,4,11566,3,Acreditación de alta calidad,6,MAGISTER EN METALURGIA Y CIENCIAS DE LOS MATERIALES,11/11/2020,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,50,8/06/2018,5,Ciencias sociales y humanas,1,Presencial,555,Bibliotecología otros de ciencias sociales y humanas,2,Maestría,2,Posgrado,2,Semestral,4,9425,2,Registro calificado,7,MAGISTER EN PATRIMONIO CULTURAL,18/12/2019,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,50,12/04/2018,3,Ciencias de la educación,1,Presencial,313,Educación,2,Maestría,2,Posgrado,2,Semestral,4,6373,2,Registro calificado,7,MAGÍSTER  EN PEDAGOGIA DE LA CULTURA FÍSICA,15/04/2015,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
1106,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC,15,Boyacá,15001,Tunja,1,Oficial,4,Universidad,15,Boyacá,15,Boyacá,15001,Tunja,1,Activo,53,17/07/2020,9,Matemáticas y ciencias naturales,1,Presencial,939,Química y afines,2,Maestría,2,Posgrado,2,Semestral,4,13230,3,Acreditación de alta calidad,8,MAGÍSTER EN QUÍMICA,11/11/2020,DESCONOCIDO,DESCONOCIDO,0,DESCONOCIDO,DESCONOCIDO,0,0,0,0,0,0,0.3783747742050113
