CODIGO_IES,AÑO,SEMESTRE,AUXILIAR,TECNICO,PROFESIONAL,DIRECTIVO,TOTAL
1201,2019,1,4,18,36,4,62
1201,2019,1,1,0,0,1,2
1219,2019,1,5,0,2,1,8
2110,2019,1,17,0,8,10,35
4801,2019,1,2,0,0,1,3
4801,2019,1,0,0,1,1,2
4801,2019,1,1,0,1,1,3
2102,2019,1,1,0,0,0,1
2102,2019,1,1,1,2,3,7
2102,2019,1,1,0,1,3,5
2102,2019,1,1,0,2,1,4
2102,2019,1,1,0,2,0,3
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,2,3
2102,2019,1,1,0,1,0,2
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,6,7
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,1,2
2102,2019,1,1,0,2,0,3
2102,2019,1,1,0,0,0,1
9128,2019,1,1,3,9,1,14
2832,2019,1,2,0,1,0,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2842,2019,2,1,0,3,0,4
2842,2019,2,0,0,1,0,1
2842,2019,2,1,0,2,0,3
2842,2019,2,1,0,1,0,2
2842,2019,2,0,0,0,1,1
2102,2019,2,0,1,0,0,1
2102,2019,2,1,0,1,1,3
2102,2019,2,1,1,2,1,5
2102,2019,2,0,0,6,1,7
2102,2019,2,0,0,1,1,2
2102,2019,2,1,1,1,1,4
2102,2019,2,0,0,0,1,1
1808,2019,2,2,7,2,1,12
1808,2019,2,0,0,1,0,1
1707,2019,2,3,179,219,49,450
4801,2019,2,1,0,3,1,5
4801,2019,2,1,0,1,1,3
2747,2019,2,130,56,63,38,287
2709,2019,2,7,0,3,1,11
2709,2019,2,4,5,7,1,17
2813,2019,2,69,21,38,16,144
1702,2019,2,43,267,327,83,720
1216,2019,2,16,4,11,1,32
1214,2019,2,29,10,3,1,43
1109,2019,1,25,4,12,1,42
3716,2019,2,4,4,33,7,48
9902,2019,1,1,0,9,1,11
4102,2019,2,20,4,16,3,43
1201,2019,2,3,0,6,1,10
1201,2019,2,3,0,1,1,5
1201,2019,2,28,19,18,7,72
1206,2019,2,399,97,259,42,797
4835,2019,1,8,13,35,4,60
2106,2019,1,19,29,42,13,103
2106,2019,1,18,48,25,12,103
2106,2019,1,2,6,2,3,13
2106,2019,1,0,9,13,2,24
2106,2019,1,0,21,3,2,26
2106,2019,1,29,161,134,69,393
9128,2019,2,1,3,9,1,14
9128,2019,2,8,3,4,1,16
2106,2019,2,6,13,18,8,45
2106,2019,2,0,18,5,2,25
2106,2019,2,97,31,60,17,205
2842,2019,2,0,3,1,0,4
2209,2019,2,158,28,99,25,310
3719,2019,2,0,25,29,2,56
1807,2019,2,0,0,1,0,1
1807,2019,2,2,1,0,0,3
1807,2019,2,2,22,1,0,25
1807,2019,2,2,1,2,1,6
1807,2019,2,2,3,2,1,8
1807,2019,2,2,1,2,1,6
2902,2019,1,0,2,12,5,19
1720,2019,2,172,25,59,9,265
2723,2019,1,0,0,4,2,6
2723,2019,1,0,0,1,1,2
2723,2019,1,0,0,2,0,2
2723,2019,1,0,0,1,1,2
2723,2019,1,1,0,3,2,6
2723,2019,1,0,0,0,1,1
2723,2019,1,0,0,0,1,1
2723,2019,1,0,0,1,1,2
2723,2019,1,0,0,0,1,1
2723,2019,1,1,0,1,1,3
2723,2019,1,0,0,1,1,2
2723,2019,1,3,0,1,1,5
1830,2019,2,44,135,89,4,272
3702,2019,2,3,16,38,0,57
2832,2019,2,1,0,1,1,3
2832,2019,2,6,0,1,1,8
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
9126,2019,2,0,1,4,3,8
2106,2019,2,3,15,15,5,38
2106,2019,2,0,10,19,5,34
2106,2019,2,17,30,33,15,95
2106,2019,2,68,104,59,71,302
1822,2019,2,7,8,2,0,17
9117,2019,1,4,4,3,2,13
2733,2019,1,0,0,59,2,61
2701,2019,1,101,13,45,32,191
9129,2019,1,0,4,1,0,5
9129,2019,1,0,1,0,0,1
9129,2019,1,0,0,1,0,1
9129,2019,1,1,3,0,1,5
9129,2019,1,1,2,0,1,4
9129,2019,1,0,0,1,1,2
9129,2019,1,0,0,1,0,1
9129,2019,1,0,2,0,1,3
9129,2019,1,0,0,1,0,1
2842,2019,1,3,2,1,0,6
2842,2019,1,1,0,2,0,3
2842,2019,1,2,0,0,0,2
2842,2019,1,1,0,3,0,4
2842,2019,1,0,0,0,1,1
3801,2019,1,0,0,0,1,1
2211,2019,1,16,2,5,17,40
9921,2019,1,2,0,2,4,8
1807,2019,1,2,1,6,1,10
1807,2019,1,2,1,0,0,3
1718,2019,1,83,30,49,26,188
3807,2019,1,0,0,0,1,1
2828,2019,1,31,45,50,15,141
1806,2019,1,0,5,3,1,9
1806,2019,1,0,1,5,0,6
1806,2019,1,0,4,1,1,6
1806,2019,1,20,2,1,0,23
1806,2019,1,0,3,6,0,9
2841,2019,1,99,54,184,41,378
3710,2019,2,36,9,44,7,96
1806,2019,2,0,0,1,1,2
1806,2019,2,0,19,4,1,24
1806,2019,2,0,14,4,1,19
1806,2019,2,0,6,6,1,13
1806,2019,2,1,0,0,1,2
2301,2019,2,2,1,0,1,4
2301,2019,2,3,0,0,1,4
9107,2019,2,10,6,40,21,77
1218,2019,2,71,95,41,58,265
4107,2019,2,4,3,12,4,23
2723,2019,2,3,0,1,1,5
2723,2019,2,0,0,3,0,3
2723,2019,2,0,0,0,1,1
2723,2019,2,0,0,1,0,1
2723,2019,2,0,0,1,1,2
9904,2019,2,11,16,28,13,68
9129,2019,2,1,0,0,1,2
9129,2019,2,0,0,1,0,1
2114,2019,2,10,13,37,13,73
3107,2019,1,5,0,6,1,12
3107,2019,1,0,1,1,0,2
3107,2019,1,5,0,3,0,8
3107,2019,1,1,1,0,1,3
1813,2019,2,2,20,23,1,46
1813,2019,2,10,9,74,1,94
1813,2019,2,11,52,374,8,445
3204,2019,2,43,8,30,14,95
2820,2019,2,71,0,46,9,126
2743,2019,2,0,0,1,0,1
2743,2019,2,2,0,1,0,3
2743,2019,2,2,1,1,0,4
2743,2019,2,0,1,0,0,1
2743,2019,2,0,0,1,0,1
1216,2019,1,16,6,10,1,33
1214,2019,1,1,0,0,0,1
1214,2019,1,8,2,2,1,13
1214,2019,1,100,85,74,34,293
2836,2019,1,19,1,16,2,38
1813,2019,1,2,1,2,1,6
1813,2019,1,14,7,3,1,25
1813,2019,1,16,16,43,1,76
1813,2019,1,15,17,117,10,159
1813,2019,1,18,29,64,9,120
1202,2019,1,64,58,81,38,241
1106,2019,1,307,107,264,34,712
2837,2019,1,1,0,3,1,5
2837,2019,1,1,3,4,1,9
2837,2019,1,45,9,18,2,74
2837,2019,1,0,0,5,1,6
9926,2019,1,27,95,13,5,140
9119,2019,1,63,19,138,61,281
2301,2019,1,1,0,3,1,5
2301,2019,1,1,0,0,1,2
1206,2019,1,397,75,264,46,782
2728,2019,1,113,102,243,105,563
1701,2019,1,816,240,860,36,1952
1101,2019,1,260,971,468,147,1846
2813,2019,1,69,21,38,16,144
3810,2019,1,13,0,27,5,45
4817,2019,1,7,8,2,8,25
2743,2019,1,0,1,0,0,1
2743,2019,1,0,0,1,0,1
2743,2019,1,3,0,3,0,6
2743,2019,1,0,0,1,0,1
1710,2019,1,129,161,410,107,807
3303,2019,1,11,5,14,15,45
1124,2019,1,1,4,4,4,13
1815,2019,1,1,0,1,1,3
1815,2019,1,1,0,4,1,6
1815,2019,1,2,0,0,1,3
1815,2019,1,1,3,2,1,7
1203,2019,1,468,502,343,6,1319
2709,2019,1,3,0,1,1,5
3107,2019,2,5,0,6,1,12
3107,2019,2,0,1,1,0,2
3107,2019,2,2,2,0,1,5
3107,2019,2,2,0,1,1,4
9922,2019,2,9,0,3,9,21
1815,2019,2,1,0,1,1,3
1815,2019,2,5,1,0,1,7
1815,2019,2,2,0,0,1,3
2102,2019,2,1,0,0,1,2
2102,2019,2,0,0,0,1,1
2102,2019,2,0,0,2,1,3
2102,2019,2,1,0,2,1,4
2102,2019,2,0,1,0,0,1
2102,2019,2,0,1,0,0,1
2102,2019,2,0,1,0,1,2
2102,2019,2,1,0,3,1,5
1808,2019,2,7,1,1,0,9
1808,2019,2,0,0,0,1,1
1808,2019,2,1,0,0,1,2
1808,2019,2,0,0,0,1,1
2741,2019,2,4,4,10,8,26
2721,2019,2,20,47,40,38,145
2709,2019,2,6,0,2,1,9
2709,2019,2,3,0,2,1,6
2709,2019,2,3,3,1,1,8
1117,2019,2,247,233,200,23,703
1108,2019,2,44,14,22,3,83
1735,2019,2,159,36,703,36,934
2746,2019,2,17,26,251,12,306
1215,2019,2,44,9,9,2,64
3117,2019,2,6,4,26,6,42
1108,2019,1,44,14,22,3,83
1113,2019,1,20,97,168,68,353
1201,2019,2,18,4,16,3,41
1201,2019,2,79,8,53,4,144
1201,2019,2,40,5,11,3,59
1808,2019,1,1,2,2,1,6
1808,2019,1,4,0,1,0,5
2709,2019,1,4,1,1,1,7
3706,2019,1,10,39,25,2,76
1201,2019,1,3,1,2,3,9
1201,2019,1,8,1,10,3,22
1201,2019,1,20,1,11,6,38
1201,2019,1,1,0,3,2,6
1201,2019,1,12,0,7,7,26
1201,2019,1,9,3,24,5,41
1201,2019,1,0,1,0,2,3
2302,2019,1,23,17,33,34,107
1809,2019,1,22,60,53,19,154
3705,2019,1,96,0,72,22,190
4801,2019,1,0,1,1,1,3
4801,2019,1,0,2,1,1,4
4702,2019,1,66,6,150,4,226
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,1,2,4
2102,2019,1,1,2,13,10,26
2102,2019,1,1,1,2,0,4
2102,2019,1,1,0,1,3,5
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,1,0,2
2102,2019,1,1,0,1,1,3
2102,2019,1,1,0,0,1,2
2832,2019,1,2,0,1,1,4
2832,2019,1,8,0,1,1,10
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2842,2019,2,0,0,0,1,1
2842,2019,2,0,0,1,0,1
2842,2019,2,0,0,6,3,9
3114,2019,2,73,146,45,4,268
2903,2019,2,6,16,47,7,76
1807,2019,2,2,1,1,0,4
1807,2019,2,3,1,1,0,5
1807,2019,2,6,4,1,0,11
1807,2019,2,2,1,2,1,6
2818,2019,1,12,15,17,3,47
3902,2019,1,10,28,10,1,49
1808,2019,1,0,0,0,1,1
1808,2019,1,0,0,2,0,2
1808,2019,1,0,0,1,0,1
2106,2019,1,22,23,54,13,112
2106,2019,1,2,62,17,2,83
2106,2019,1,23,42,33,17,115
2106,2019,1,14,106,98,17,235
1217,2019,2,0,13,41,3,57
2106,2019,2,18,30,47,12,107
2106,2019,2,1,16,3,1,21
4109,2019,2,13,3,16,8,40
3902,2019,2,10,28,10,1,49
2902,2019,2,0,2,12,5,19
2723,2019,1,1,0,1,0,2
2723,2019,1,0,0,1,0,1
2723,2019,1,0,0,0,1,1
2723,2019,1,5,0,4,1,10
2723,2019,1,1,0,2,0,3
2723,2019,1,0,0,2,1,3
2723,2019,1,0,0,1,0,1
2723,2019,1,0,0,0,7,7
2723,2019,1,0,0,1,1,2
2723,2019,1,1,0,1,1,3
3801,2019,2,0,2,0,0,2
3831,2019,2,85,63,63,41,252
1830,2019,2,0,163,77,6,246
4702,2019,2,67,4,186,3,260
2834,2019,2,29,119,39,45,232
2208,2019,2,13,2,11,4,30
9102,2019,2,89,44,58,16,207
2832,2019,2,5,0,1,1,7
2832,2019,2,1,0,1,1,3
2832,2019,2,4,0,1,1,6
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2828,2019,2,29,35,40,23,127
3807,2019,2,0,1,0,1,2
3807,2019,2,0,0,0,1,1
4112,2019,2,8,2,5,3,18
2812,2019,2,2,181,150,19,352
1723,2019,2,121,60,84,9,274
1734,2019,2,85,4,57,21,167
2708,2019,2,156,140,127,17,440
4112,2019,1,8,2,5,3,18
1806,2019,2,2,0,0,1,3
1806,2019,2,0,2,2,1,5
1806,2019,2,0,17,7,1,25
1806,2019,2,0,5,5,0,10
1806,2019,2,0,2,7,0,9
1806,2019,2,19,4,1,0,24
2301,2019,2,13,0,1,0,14
2301,2019,2,1,0,0,1,2
2301,2019,2,2,0,3,1,6
2301,2019,2,1,0,0,1,2
2301,2019,2,3,2,1,1,7
2301,2019,2,1,0,0,1,2
2301,2019,2,0,0,5,1,6
2837,2019,2,1,0,3,1,5
1715,2019,2,0,1,3,4,8
2723,2019,2,3,0,1,0,4
2723,2019,2,2,0,1,0,3
2723,2019,2,1,0,2,0,3
2723,2019,2,6,0,1,0,7
2723,2019,2,5,0,6,1,12
2723,2019,2,1,0,1,0,2
2723,2019,2,1,0,1,0,2
2723,2019,2,1,0,0,0,1
2723,2019,2,0,0,0,1,1
2723,2019,2,0,0,0,1,1
1719,2019,2,89,171,222,23,505
1724,2019,2,82,31,20,26,159
9129,2019,2,0,4,1,0,5
9129,2019,2,0,2,1,1,4
9129,2019,2,0,5,3,0,8
9129,2019,2,0,3,2,0,5
9122,2019,2,47,0,43,5,95
3107,2019,1,1,0,0,0,1
3107,2019,1,4,1,0,1,6
1813,2019,2,4,15,49,3,71
1813,2019,2,0,1,24,1,26
1823,2019,2,26,194,157,80,457
2740,2019,2,1,0,2,9,12
2743,2019,2,1,0,3,1,5
2743,2019,2,1,0,2,0,3
2743,2019,2,2,0,1,1,4
2743,2019,2,3,0,1,1,5
2743,2019,2,1,0,0,1,2
1121,2019,2,91,24,25,20,160
1815,2019,2,1,0,0,1,2
1815,2019,2,0,0,0,1,1
1815,2019,2,1,0,0,1,2
1815,2019,2,0,0,0,1,1
1815,2019,2,5,1,0,1,7
1815,2019,2,1,1,0,1,3
1213,2019,2,1,101,135,61,298
2102,2019,2,0,0,2,1,3
2102,2019,2,0,1,1,1,3
2102,2019,2,0,2,3,2,7
2102,2019,2,0,1,0,2,3
2102,2019,2,0,2,1,1,4
2102,2019,2,0,1,3,0,4
2102,2019,2,0,0,1,1,2
1808,2019,2,4,1,2,1,8
1808,2019,2,4,0,1,0,5
1808,2019,2,2,0,1,1,4
1808,2019,2,26,3,2,0,31
4801,2019,2,1,0,1,1,3
4801,2019,2,0,0,1,1,2
1701,2019,2,823,238,886,36,1983
2811,2019,2,17,131,99,31,278
2709,2019,2,6,11,9,1,27
2709,2019,2,4,1,1,1,7
1106,2019,2,307,107,264,34,712
1834,2019,2,141,46,88,29,304
4721,2019,1,23,3,22,8,56
2732,2019,2,47,26,209,18,300
1214,2019,2,17,9,3,0,29
1214,2019,2,100,65,84,35,284
1727,2019,2,29,65,50,25,169
4813,2019,2,164,92,93,26,375
2715,2019,1,170,19,538,27,754
3821,2019,1,36,17,21,24,98
3821,2019,2,36,17,21,24,98
1122,2019,1,28,0,113,15,156
1201,2019,2,13,1,7,7,28
1201,2019,2,9,3,24,5,41
1201,2019,2,1,0,0,1,2
1201,2019,2,1,0,6,1,8
1221,2019,2,3,1,2,1,7
1808,2019,1,7,1,1,0,9
1808,2019,1,0,1,2,0,3
1808,2019,1,0,0,2,0,2
4825,2019,1,10,1,4,6,21
2106,2019,1,3,151,35,21,210
2106,2019,1,21,30,47,18,116
2106,2019,1,0,27,9,5,41
2106,2019,1,18,30,33,15,96
2106,2019,1,38,28,38,9,113
2106,2019,1,15,16,26,7,64
2106,2019,1,2,18,32,12,64
9128,2019,2,1,5,2,1,9
2815,2019,2,142,23,218,5,388
2106,2019,2,133,114,66,38,351
2106,2019,2,4,21,17,7,49
1822,2019,1,0,0,7,7,14
1822,2019,1,0,0,15,3,18
1822,2019,2,0,0,15,3,18
9129,2019,1,0,6,1,0,7
2842,2019,1,3,0,3,0,6
2842,2019,1,0,0,1,0,1
2842,2019,1,0,0,3,0,3
2842,2019,1,1,0,0,1,2
2842,2019,1,0,0,1,1,2
1807,2019,1,0,1,5,1,7
1807,2019,1,2,1,1,0,4
3807,2019,1,0,0,0,1,1
1806,2019,1,1,5,0,1,7
1806,2019,1,1,1,1,1,4
1806,2019,1,0,2,2,1,5
1806,2019,1,1,0,0,0,1
1806,2019,1,0,9,3,0,12
4701,2019,1,26,15,12,9,62
1119,2019,1,55,15,17,24,111
2725,2019,1,93,143,418,51,705
3103,2019,1,1,2,3,1,7
2736,2019,1,13,7,12,4,36
4810,2019,1,17,14,21,14,66
1813,2019,1,13,129,7,1,150
1813,2019,1,11,9,4,1,25
1813,2019,1,1,5,6,3,15
1813,2019,1,2,2,12,2,18
1813,2019,1,17,63,158,10,248
1813,2019,1,7,19,61,3,90
3703,2019,1,4,20,23,10,57
1107,2019,1,43,13,27,2,85
1734,2019,1,86,4,54,22,166
3716,2019,1,4,4,33,7,48
9913,2019,1,5,42,60,7,114
1818,2019,1,418,369,454,28,1269
1820,2019,1,44,60,64,3,171
2301,2019,1,4,0,1,0,5
2301,2019,1,1,0,0,1,2
2301,2019,1,1,0,0,1,2
1712,2019,1,588,112,740,42,1482
1121,2019,1,92,24,31,15,162
2820,2019,1,29,0,86,6,121
1711,2019,1,331,284,442,92,1149
2743,2019,1,2,2,2,0,6
2743,2019,1,2,0,2,0,4
3822,2019,1,3,0,5,11,19
4107,2019,1,4,5,12,3,24
9116,2019,1,29,10,32,16,87
1815,2019,1,1,0,1,1,3
1815,2019,1,2,0,0,1,3
1815,2019,1,1,0,1,0,2
1815,2019,1,5,1,0,1,7
1815,2019,1,2,1,4,2,9
2709,2019,1,7,0,3,1,11
2709,2019,1,6,0,2,1,9
2709,2019,1,10,12,4,1,27
2709,2019,1,73,94,90,19,276
1201,2019,1,2,0,0,2,4
1201,2019,1,13,2,5,9,29
1221,2019,1,3,1,2,1,7
9105,2019,1,135,17,54,69,275
2831,2019,1,30,42,48,10,130
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,2,2,5
2102,2019,1,1,1,0,0,2
2102,2019,1,1,0,1,1,3
2102,2019,1,1,1,2,8,12
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,0,1
2102,2019,1,1,1,0,3,5
2102,2019,1,1,0,0,1,2
2102,2019,1,1,2,0,4,7
2102,2019,1,1,1,0,2,4
2102,2019,1,1,0,2,1,4
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,2,0,3
2102,2019,1,1,0,0,0,1
2732,2019,1,47,34,208,15,304
3803,2019,2,10,9,9,12,40
3803,2019,1,10,9,9,12,40
4108,2019,2,24,28,35,11,98
2832,2019,1,1,0,1,1,3
2832,2019,1,4,0,1,1,6
2832,2019,1,1,6,1,1,9
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2842,2019,2,1,0,1,1,3
2842,2019,2,1,0,2,0,3
2842,2019,2,1,0,0,1,2
2842,2019,2,2,0,1,0,3
2842,2019,2,0,0,1,1,2
2701,2019,2,101,13,45,32,191
1807,2019,2,2,1,1,1,5
1807,2019,2,0,1,5,1,7
1807,2019,2,3,1,2,0,6
1807,2019,2,9,1,10,4,24
2745,2019,1,15,54,88,29,186
1803,2019,1,174,331,163,151,819
2818,2019,2,12,15,17,3,47
2810,2019,1,145,83,58,56,342
2723,2019,1,0,0,3,0,3
2723,2019,1,0,0,1,0,1
2723,2019,1,1,0,1,2,4
2723,2019,1,1,0,1,0,2
2829,2019,2,543,124,1480,179,2326
2724,2019,2,18,30,18,3,69
4810,2019,2,17,16,21,14,68
2832,2019,2,5,0,4,1,10
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
1210,2019,2,180,21,208,8,417
2827,2019,2,48,6,67,8,129
1806,2019,2,0,0,1,0,1
1806,2019,2,0,2,1,0,3
1806,2019,2,0,9,3,1,13
1806,2019,2,22,0,1,0,23
1806,2019,2,2,6,5,2,15
2301,2019,1,3,0,0,1,4
2301,2019,1,2,1,0,1,4
2301,2019,1,3,0,0,1,4
2811,2019,1,26,45,100,30,201
2737,2019,1,41,31,57,27,156
2743,2019,1,4,1,0,0,5
2743,2019,1,2,1,1,0,4
2743,2019,1,0,0,1,0,1
2743,2019,1,2,0,2,1,5
1715,2019,1,69,0,43,22,134
1125,2019,1,3,4,3,3,13
2730,2019,1,7,26,21,10,64
2713,2019,1,81,5,156,15,257
1815,2019,1,1,0,0,1,2
1815,2019,1,1,0,1,1,3
1815,2019,1,0,0,1,0,1
1815,2019,1,1,0,1,1,3
1815,2019,1,5,1,0,1,7
1815,2019,1,1,1,0,1,3
1815,2019,1,4,0,1,1,6
1815,2019,1,1,1,0,1,3
1209,2019,1,203,4,91,7,305
1832,2019,1,150,60,90,30,330
2709,2019,1,6,1,5,1,13
2709,2019,1,4,3,3,1,11
2709,2019,1,3,3,1,1,8
2709,2019,1,5,2,1,1,9
2709,2019,1,3,0,2,1,6
1201,2019,1,2,0,5,1,8
1201,2019,1,90,14,61,16,181
1201,2019,1,3,0,11,1,15
3817,2019,1,13,21,46,21,101
1805,2019,1,195,104,106,38,443
1827,2019,1,37,122,26,26,211
1716,2019,1,77,150,53,13,293
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,1,4,6
2102,2019,1,1,0,0,0,1
1806,2019,2,1,0,0,0,1
1806,2019,2,3,0,0,1,4
1806,2019,2,3,0,1,0,4
1806,2019,2,0,1,1,1,3
1806,2019,2,0,23,4,1,28
1806,2019,2,12,1,0,0,13
1806,2019,2,1,0,0,1,2
1806,2019,2,0,1,4,0,5
2301,2019,2,0,2,2,1,5
2301,2019,2,0,0,1,1,2
2301,2019,2,0,1,1,0,2
2301,2019,2,0,1,0,1,2
1209,2019,2,201,4,123,7,335
2837,2019,2,0,0,6,1,7
1712,2019,2,355,46,1407,346,2154
1110,2019,2,228,166,111,1340,1845
1820,2019,2,37,57,62,3,159
1715,2019,2,69,0,41,20,130
2723,2019,2,0,0,0,1,1
2723,2019,2,0,0,0,1,1
2723,2019,2,1,0,0,0,1
2723,2019,2,0,0,0,1,1
2723,2019,2,0,0,0,1,1
2723,2019,2,0,0,0,1,1
9129,2019,2,0,1,1,1,3
2849,2019,2,53,24,60,4,141
3107,2019,1,0,0,1,0,1
1813,2019,2,73,85,92,1,251
1813,2019,2,6,6,47,1,60
1813,2019,2,1,3,43,2,49
1813,2019,2,3,2,29,2,36
1722,2019,2,31,82,102,26,241
4811,2019,2,5,3,11,2,21
2743,2019,2,5,1,1,1,8
2743,2019,2,1,0,3,1,5
2743,2019,2,3,0,3,0,6
2842,2019,1,0,0,10,4,14
3801,2019,1,7,5,6,2,20
3725,2019,1,1,1,47,7,56
1807,2019,1,0,0,1,0,1
1807,2019,1,2,1,2,1,6
3807,2019,1,0,0,0,1,1
3302,2019,1,56,14,80,54,204
1806,2019,1,2,0,0,1,3
1806,2019,1,0,1,1,0,2
1806,2019,1,0,0,0,1,1
1806,2019,1,0,5,7,1,13
1806,2019,1,0,1,5,0,6
1806,2019,1,5,0,1,0,6
1806,2019,1,1,0,0,1,2
1706,2019,1,287,87,466,53,893
1215,2019,1,45,9,9,2,65
1214,2019,1,30,9,3,2,44
1717,2019,1,100,12,76,31,219
2833,2019,1,149,18,101,51,319
1813,2019,1,2,20,3,1,26
1813,2019,1,0,0,1,1,2
1813,2019,1,3,11,0,1,15
1813,2019,1,0,1,1,1,3
1813,2019,1,29,13,3,2,47
1813,2019,1,15,2,16,5,38
1813,2019,1,2,3,18,2,25
2721,2019,1,21,32,50,35,138
3710,2019,1,28,20,40,7,95
1728,2019,1,205,142,189,109,645
9905,2019,1,11,5,10,6,32
4813,2019,1,164,92,93,26,375
4813,2019,1,3,8,2,2,15
1829,2019,1,195,104,106,38,443
2702,2019,1,103,0,93,38,234
1722,2019,1,31,82,102,26,241
2837,2019,1,0,0,3,1,4
2837,2019,1,2,0,10,1,13
2837,2019,1,9,5,10,1,25
2837,2019,1,1,0,5,1,7
3115,2019,1,6,5,5,3,19
2301,2019,1,1,0,0,1,2
1101,2020,1,936,299,462,137,1834
1101,2020,2,936,299,462,137,1834
1102,2020,1,298,124,71,56,549
1102,2020,2,298,124,71,56,549
1103,2020,1,91,50,36,25,202
1103,2020,2,91,50,36,25,202
1104,2020,1,89,56,33,20,198
1104,2020,2,89,56,33,20,198
1105,2020,1,131,24,55,37,247
1105,2020,2,130,24,55,37,246
1106,2020,1,307,107,264,34,712
1106,2020,2,51,250,106,422,829
1107,2020,1,43,13,27,2,85
1107,2020,2,3,28,11,59,101
1108,2020,1,44,14,22,3,83
1108,2020,2,3,24,14,54,95
1109,2020,1,25,4,12,1,42
1109,2020,2,3,15,4,22,44
1110,2020,1,228,166,111,1340,1845
1111,2020,1,200,77,102,16,395
1111,2020,2,199,77,102,15,393
1112,2020,1,263,83,92,24,462
1112,2020,2,263,83,92,24,462
1113,2020,1,20,97,168,68,353
1113,2020,2,20,97,168,68,353
1114,2020,1,117,13,43,27,200
1114,2020,2,117,13,43,27,200
1115,2020,1,72,14,144,11,241
1115,2020,2,48,16,160,11,235
1117,2020,1,242,229,205,24,700
1117,2020,2,242,229,205,24,700
1118,2020,1,127,25,60,32,244
1118,2020,2,127,25,60,32,244
1119,2020,1,53,14,15,24,106
1119,2020,2,53,14,15,24,106
1121,2020,1,91,24,25,20,160
1121,2020,2,87,22,18,21,148
1122,2020,1,35,0,107,15,157
1122,2020,2,35,0,107,15,157
1124,2020,1,3,2,4,4,13
1124,2020,2,3,2,4,4,13
1125,2020,1,3,3,4,3,13
1125,2020,2,3,3,4,3,13
1126,2020,1,1,1,3,4,9
1126,2020,2,1,1,3,4,9
1201,2020,1,820,150,589,177,1736
1201,2020,2,820,150,589,177,1736
1202,2020,1,65,58,81,39,243
1202,2020,2,64,58,81,39,242
1203,2020,1,469,520,320,9,1318
1203,2020,2,469,520,320,9,1318
1204,2020,1,468,123,418,101,1110
1204,2020,2,454,118,394,100,1066
1205,2020,1,408,182,191,126,907
1205,2020,2,187,401,168,44,800
1206,2020,1,393,98,257,42,790
1206,2020,2,393,98,257,42,790
1207,2020,1,196,118,112,71,497
1207,2020,2,196,118,112,71,497
1209,2020,1,190,45,102,7,344
1209,2020,2,145,3,74,7,229
1210,2020,1,145,40,241,8,434
1210,2020,2,120,34,243,8,405
1212,2020,1,83,98,38,39,258
1212,2020,2,83,98,38,39,258
1213,2020,1,1,101,136,60,298
1213,2020,2,1,102,138,61,302
1214,2020,1,186,118,86,37,427
1214,2020,2,148,113,84,38,383
1215,2020,1,44,10,8,1,63
1215,2020,2,34,5,8,1,48
1216,2020,1,16,3,12,1,32
1216,2020,2,13,3,10,1,27
1217,2020,1,147,14,46,11,218
1217,2020,2,126,14,18,37,195
1218,2020,1,72,95,40,59,266
1218,2020,2,75,95,40,60,270
1219,2020,1,5,0,2,1,8
1219,2020,2,5,0,2,1,8
1220,2020,1,1,0,1,1,3
1220,2020,2,1,0,1,1,3
1221,2020,1,3,1,2,1,7
1221,2020,2,3,1,2,1,7
1222,2020,1,1,0,1,1,3
1222,2020,2,1,0,1,1,3
1223,2020,1,2,0,1,1,4
1223,2020,2,2,0,1,1,4
1301,2020,1,18,32,34,1,85
1301,2020,2,19,27,30,3,79
1701,2020,1,807,233,877,37,1954
1701,2020,2,790,230,927,39,1986
1702,2020,1,25,388,278,85,776
1702,2020,2,25,372,281,85,763
1704,2020,1,231,169,185,174,759
