CODIGO_IES,AÑO,SEMESTRE,AUXILIAR,TECNICO,PROFESIONAL,DIRECTIVO,TOTAL
1815,2019,2,1,0,1,1,3
1815,2019,2,8,0,4,1,13
1815,2019,2,0,0,0,1,1
1815,2019,2,14,8,6,1,29
1815,2019,2,1,1,1,1,4
1815,2019,2,1,0,1,0,2
2102,2019,2,0,1,2,1,4
2102,2019,2,0,2,3,1,6
2102,2019,2,0,2,3,2,7
2102,2019,2,0,2,1,1,4
2102,2019,2,1,1,0,0,2
2102,2019,2,3,4,3,1,11
2102,2019,2,2,0,3,1,6
2102,2019,2,0,0,2,1,3
2102,2019,2,0,3,0,1,4
2102,2019,2,0,2,0,0,2
2838,2019,2,16,26,58,6,106
1808,2019,2,1,2,2,1,6
1808,2019,2,6,0,3,3,12
1808,2019,2,8,6,2,1,17
1808,2019,2,8,1,2,1,12
1808,2019,2,0,0,1,0,1
2709,2019,2,73,94,90,19,276
1112,2019,2,263,83,92,24,462
2830,2019,2,23,52,440,31,546
1214,2019,2,28,8,4,2,42
1725,2019,2,39,25,38,11,113
1201,2019,2,4,0,1,1,6
1201,2019,2,4,1,3,3,11
1201,2019,2,13,2,5,9,29
1201,2019,2,11,7,8,5,31
1806,2019,1,0,13,2,0,15
1214,2019,1,31,9,3,1,44
1729,2019,1,156,259,164,0,579
1830,2019,1,0,12,23,1,36
1830,2019,1,1,21,47,5,74
1831,2019,1,87,152,141,54,434
1813,2019,1,6,6,17,3,32
1813,2019,1,3,17,7,3,30
1813,2019,1,4,7,3,1,15
1813,2019,1,4,14,4,1,23
1813,2019,1,4,38,2,1,45
1813,2019,1,7,5,3,5,20
1813,2019,1,3,52,143,7,205
1813,2019,1,11,33,85,2,131
3301,2019,1,52,47,16,44,159
1212,2019,1,90,102,35,38,265
9900,2019,1,8,8,10,2,28
3826,2019,1,11,16,18,7,52
4813,2019,1,1,2,1,1,5
4813,2019,1,7,7,4,0,18
1802,2019,1,66,8,29,14,117
2837,2019,1,0,0,6,1,7
2837,2019,1,2,0,3,1,6
2837,2019,1,8,1,11,1,21
1213,2019,1,1,101,135,58,295
1111,2019,1,207,79,100,16,402
2301,2019,1,1,0,1,1,3
2301,2019,1,6,2,0,0,8
3204,2019,1,41,3,29,15,88
2838,2019,1,23,18,60,5,106
2805,2019,1,156,49,258,38,501
1704,2019,1,240,184,150,188,762
4822,2019,1,26,36,11,20,93
2704,2019,1,35,35,46,26,142
1823,2019,1,14,195,154,71,434
2743,2019,1,2,0,1,1,4
2743,2019,1,3,1,1,0,5
2743,2019,1,1,0,1,0,2
1223,2019,2,2,0,1,1,4
1808,2019,1,0,0,1,1,2
1808,2019,1,3,0,2,1,6
1808,2019,1,0,1,0,1,2
2106,2019,1,17,36,45,12,110
9128,2019,2,0,0,1,1,2
2106,2019,2,22,31,49,20,122
2106,2019,2,23,25,42,7,97
2106,2019,2,9,37,36,16,98
2106,2019,2,29,162,136,69,396
2815,2019,1,142,23,218,5,388
2901,2019,1,21,31,23,4,79
9129,2019,1,0,3,2,0,5
2842,2019,1,0,0,1,0,1
2842,2019,1,1,0,0,0,1
1807,2019,1,3,1,1,0,5
1807,2019,1,6,4,1,0,11
1807,2019,1,2,1,1,1,5
1807,2019,1,2,1,2,1,6
1807,2019,1,9,1,10,4,24
3807,2019,1,0,2,26,1,29
1806,2019,1,0,7,3,1,11
1806,2019,1,1,5,4,2,12
1806,2019,1,0,2,1,0,3
1806,2019,1,3,0,1,0,4
1806,2019,1,0,2,1,1,4
1806,2019,1,0,7,2,1,10
9103,2019,1,19,4,41,8,72
1709,2019,1,267,97,212,28,604
2822,2019,1,1,0,5,5,11
9915,2019,1,0,3,19,4,26
2724,2019,1,13,4,2,1,20
2724,2019,1,18,26,17,3,64
2724,2019,1,57,3,28,28,116
1830,2019,1,45,173,86,4,308
3718,2019,1,11,22,30,7,70
1813,2019,1,8,8,21,1,38
9904,2019,1,11,16,28,13,68
1828,2019,1,190,98,225,192,705
1816,2019,1,127,142,263,58,590
1126,2019,1,0,1,3,4,8
1815,2019,1,0,0,1,0,1
1815,2019,1,1,0,1,0,2
1815,2019,1,1,0,1,1,3
1815,2019,1,33,7,6,1,47
2709,2019,1,4,1,1,1,7
2709,2019,1,5,3,3,1,12
4837,2019,1,14,8,18,4,44
1201,2019,1,3,0,6,1,10
1201,2019,1,12,0,16,4,32
1201,2019,1,6,1,3,4,14
1201,2019,1,33,19,20,13,85
1201,2019,1,18,4,16,3,41
1201,2019,1,1,0,6,1,8
2847,2019,1,81,25,72,34,212
2904,2019,1,23,58,59,4,144
4801,2019,1,1,0,1,1,3
2720,2019,1,71,35,43,3,152
1707,2019,1,6,230,250,51,537
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,1,0,2
2102,2019,1,1,0,2,1,4
2102,2019,1,1,0,1,0,2
2102,2019,1,1,0,1,0,2
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,2,3
2102,2019,1,1,0,1,2,4
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,1,2,4
2102,2019,1,1,0,1,0,2
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,3,0,4
2102,2019,1,1,0,0,0,1
2102,2019,1,1,1,2,3,7
9907,2019,1,36,20,75,26,157
9128,2019,1,8,3,4,1,16
2832,2019,1,5,0,4,1,10
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
1218,2019,1,71,94,39,59,263
2301,2019,1,0,2,2,1,5
2301,2019,1,0,0,1,0,1
2301,2019,1,2,1,2,1,6
2301,2019,1,0,0,1,1,2
1810,2019,1,28,12,26,3,69
2840,2019,1,48,20,22,21,111
3713,2019,1,20,52,22,9,103
3114,2019,1,73,146,45,4,268
1801,2019,1,252,47,99,42,440
1812,2019,1,170,26,88,39,323
9104,2019,1,40,8,50,4,102
2747,2019,1,52,143,64,31,290
2743,2019,1,1,0,2,0,3
2743,2019,1,0,0,1,0,1
2743,2019,1,5,1,1,0,7
2743,2019,1,0,0,1,0,1
1715,2019,1,0,1,3,4,8
1713,2019,1,400,176,458,39,1073
1815,2019,1,1,0,0,1,2
1815,2019,1,1,0,1,1,3
1815,2019,1,1,2,0,1,4
1815,2019,1,9,0,2,1,12
1724,2019,1,80,33,22,26,161
2709,2019,1,26,10,10,2,48
2709,2019,1,12,9,9,1,31
2709,2019,1,4,2,0,1,7
2709,2019,1,4,5,7,1,17
1201,2019,1,7,1,6,3,17
1201,2019,1,10,3,10,8,31
1201,2019,1,56,1,10,5,72
1201,2019,1,22,4,52,6,84
1201,2019,1,18,2,45,3,68
1201,2019,1,40,5,11,3,59
9914,2019,1,0,2,5,7,14
2114,2019,1,11,13,37,13,74
1210,2019,1,188,24,182,10,404
4801,2019,1,2,2,2,1,7
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2842,2019,2,0,0,3,0,3
2842,2019,2,1,0,3,0,4
2842,2019,2,0,0,10,4,14
3812,2019,2,18,8,13,4,43
1807,2019,2,4,1,3,0,8
1807,2019,2,2,1,2,1,6
9927,2019,1,1,1,19,7,28
3902,2019,1,8,2,35,1,46
3902,2019,1,10,18,12,1,41
4817,2019,2,4,2,2,3,11
9117,2019,2,4,4,3,2,13
1720,2019,1,172,25,59,9,265
2723,2019,1,6,0,2,0,8
2723,2019,1,2,0,2,0,4
2723,2019,1,4,0,5,1,10
2723,2019,1,2,0,1,0,3
2723,2019,1,5,0,1,1,7
2723,2019,1,6,0,1,0,7
2723,2019,1,0,0,1,0,1
2723,2019,1,14,0,6,1,21
2723,2019,1,0,0,0,1,1
2723,2019,1,1,0,1,1,3
2723,2019,1,1,0,1,1,3
2723,2019,1,1,0,2,1,4
2724,2019,2,61,3,31,28,123
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,10,1,12
3807,2019,2,0,2,26,1,29
1205,2019,2,396,192,184,130,902
2904,2019,2,22,45,56,4,127
1806,2019,2,4,0,1,1,6
1806,2019,2,0,0,0,1,1
2102,2019,1,1,0,0,3,4
2102,2019,1,1,0,0,0,1
2102,2019,1,1,3,3,1,8
2102,2019,1,1,0,2,7,10
2102,2019,1,1,1,1,0,3
2102,2019,1,1,0,1,3,5
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,0,1
1726,2019,1,125,73,432,34,664
2733,2019,2,1,0,73,2,76
4803,2019,2,2,2,6,2,12
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,10,1,12
2842,2019,2,3,0,3,0,6
2842,2019,2,0,0,2,0,2
1807,2019,2,3,1,1,1,6
1807,2019,2,2,1,2,1,6
1807,2019,2,6,1,3,3,13
3902,2019,2,10,18,12,1,41
2736,2019,2,13,7,12,4,36
2848,2019,2,43,31,65,20,159
2822,2019,2,1,0,5,5,11
2723,2019,1,1,0,0,0,1
2723,2019,1,0,0,0,1,1
2723,2019,1,0,0,0,1,1
2723,2019,1,0,0,0,1,1
1806,2019,2,0,20,8,1,29
1806,2019,2,2,0,0,2,4
1806,2019,2,0,5,6,1,12
1806,2019,2,0,5,8,0,13
1806,2019,2,0,14,1,0,15
1806,2019,2,0,1,4,0,5
2301,2019,2,2,0,1,0,3
2301,2019,2,5,0,2,0,7
2301,2019,2,1,0,0,1,2
2301,2019,2,2,1,2,1,6
2837,2019,2,2,0,3,1,6
2837,2019,2,45,9,18,2,74
2837,2019,2,0,0,5,1,6
3810,2019,2,14,0,36,4,54
1818,2019,2,394,341,436,28,1199
2723,2019,2,1,0,1,1,3
2723,2019,2,0,0,1,1,2
2723,2019,2,7,4,4,1,16
2723,2019,2,0,0,1,0,1
2723,2019,2,11,0,1,0,12
2723,2019,2,0,0,2,1,3
2723,2019,2,0,0,0,1,1
2723,2019,2,0,0,0,1,1
2723,2019,2,0,0,0,1,1
2723,2019,2,1,0,1,1,3
2723,2019,2,1,0,1,1,3
2723,2019,2,1,0,2,1,4
9131,2019,2,16,7,91,17,131
9129,2019,2,0,3,3,0,6
9129,2019,2,0,3,3,0,6
9120,2019,2,5,7,10,13,35
9922,2019,1,9,0,3,9,21
3107,2019,1,9,1,1,0,11
1813,2019,2,5,6,87,3,101
1813,2019,2,4,12,29,1,46
1813,2019,2,9,5,15,5,34
1813,2019,2,7,8,55,1,71
1813,2019,2,27,65,621,10,723
1813,2019,2,3,10,119,3,135
1813,2019,2,18,28,116,8,170
1813,2019,2,1,1,10,1,13
2905,2019,2,20,35,40,30,125
9905,2019,2,12,5,13,6,36
3826,2019,2,11,16,18,7,52
2743,2019,2,4,1,0,0,5
2743,2019,2,6,2,2,0,10
2743,2019,2,1,0,1,0,2
3107,2019,2,0,0,1,0,1
3107,2019,2,9,1,1,0,11
3107,2019,2,4,1,0,1,6
3107,2019,2,5,0,3,0,8
3107,2019,2,1,1,0,1,3
1726,2019,2,106,68,368,38,580
1729,2019,2,163,257,185,0,605
1815,2019,2,1,0,1,1,3
1815,2019,2,1,0,0,1,2
2704,2019,2,35,33,47,22,137
2102,2019,2,0,2,0,1,3
2102,2019,2,0,1,3,1,5
2102,2019,2,0,0,2,1,3
2102,2019,2,0,2,3,0,5
2102,2019,2,0,1,0,1,2
2102,2019,2,0,1,2,1,4
2102,2019,2,0,1,0,1,2
2102,2019,2,2,0,5,1,8
2102,2019,2,0,0,1,1,2
2102,2019,2,1,1,7,1,10
2102,2019,2,0,0,0,1,1
2102,2019,2,1,2,3,1,7
1808,2019,2,3,0,2,1,6
1808,2019,2,0,1,0,1,2
1808,2019,2,16,3,6,1,26
4801,2019,2,0,1,1,1,3
4801,2019,2,1,1,1,1,4
4801,2019,2,1,1,1,1,4
2709,2019,2,26,10,10,2,48
2709,2019,2,6,1,5,1,13
2709,2019,2,3,1,2,1,7
2709,2019,2,3,0,1,1,5
2709,2019,2,5,2,1,1,9
1704,2019,2,167,149,128,146,590
9915,2019,2,0,3,19,4,26
4721,2019,2,23,3,22,8,56
4813,2019,2,1,2,1,1,5
4813,2019,2,3,8,2,2,15
4813,2019,2,225,80,38,3,346
1207,2019,2,196,118,112,71,497
4101,2019,2,62,32,22,2,118
1725,2019,1,39,25,36,14,114
1122,2019,2,28,0,113,15,156
4102,2019,1,20,4,16,3,43
1201,2019,2,10,3,10,8,31
1201,2019,2,20,1,11,6,38
1201,2019,2,56,1,10,5,72
1201,2019,2,219,21,73,9,322
1201,2019,2,3,0,11,1,15
1201,2019,2,0,1,0,2,3
1219,2019,2,5,0,2,1,8
9125,2019,2,1,0,1,0,2
1808,2019,1,4,1,2,1,8
1808,2019,1,2,0,0,1,3
2106,2019,1,6,13,18,8,45
2106,2019,1,8,51,21,1,81
2106,2019,1,81,102,64,31,278
2106,2019,2,0,7,6,3,16
2106,2019,2,3,151,35,21,210
2106,2019,2,8,53,22,1,84
2106,2019,2,18,31,33,16,98
2106,2019,2,23,42,33,17,115
2106,2019,2,13,105,86,17,221
9129,2019,1,0,3,1,0,4
2842,2019,1,0,0,1,0,1
2842,2019,1,0,0,0,1,1
9129,2019,1,0,0,0,1,1
9129,2019,1,1,0,0,1,2
2842,2019,1,0,0,3,1,4
2842,2019,1,1,0,1,1,3
2842,2019,1,1,0,3,0,4
2842,2019,1,2,0,1,0,3
3801,2019,1,0,2,0,0,2
1807,2019,1,2,1,1,0,4
1807,2019,1,2,1,2,1,6
1807,2019,1,4,1,3,0,8
1807,2019,1,10,1,2,0,13
1807,2019,1,6,1,3,3,13
3720,2019,1,21,165,36,14,236
1806,2019,1,3,0,0,1,4
1806,2019,1,0,14,8,1,23
1806,2019,1,0,8,1,1,10
1806,2019,1,13,1,0,0,14
1806,2019,1,1,0,0,1,2
1806,2019,1,0,1,3,0,4
1806,2019,1,22,5,1,0,28
1112,2019,1,263,83,92,24,462
3831,2019,1,82,58,64,40,244
1813,2019,1,60,86,4,1,151
3201,2019,1,24,4,50,19,97
2708,2019,1,153,138,123,17,431
2837,2019,1,0,0,1,2,3
1817,2019,1,48,44,54,3,149
1819,2019,1,19,18,23,1,61
2301,2019,1,1,0,2,0,3
4811,2019,1,4,3,11,2,20
2207,2019,1,16,2,11,14,43
1733,2019,1,48,83,74,26,231
2719,2019,1,107,44,62,44,257
2710,2019,1,5,46,21,24,96
2743,2019,1,1,0,2,1,4
2743,2019,1,3,0,1,1,5
9122,2019,1,31,0,45,5,81
3712,2019,1,14,14,19,3,50
1103,2019,1,14,130,38,25,207
1815,2019,1,0,0,0,1,1
1815,2019,1,1,0,0,1,2
1815,2019,1,8,0,4,1,13
1815,2019,1,1,1,0,0,2
1815,2019,1,0,0,0,1,1
1815,2019,1,6,4,8,1,19
1815,2019,1,1,1,1,1,4
1201,2019,1,7,3,8,4,22
1201,2019,1,79,8,53,4,144
1201,2019,1,219,21,73,9,322
1222,2019,1,1,0,1,1,3
9125,2019,1,1,0,1,0,2
1834,2019,1,158,67,68,23,316
9120,2019,1,5,7,10,13,35
9126,2019,1,0,1,4,3,8
1835,2019,1,72,119,130,46,367
4801,2019,1,1,0,4,1,6
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,1,0,2
2102,2019,1,1,0,2,0,3
2102,2019,1,1,0,1,3,5
2102,2019,1,1,0,2,3,6
2102,2019,1,1,1,0,3,5
2102,2019,1,1,0,1,0,2
2102,2019,1,1,0,0,0,1
2102,2019,1,1,1,2,1,5
2102,2019,1,1,0,1,0,2
2102,2019,1,1,0,0,0,1
2102,2019,1,1,1,1,7,10
1705,2019,1,328,12,97,74,511
1205,2019,1,183,396,175,129,883
9128,2019,1,1,5,2,1,9
9128,2019,1,2,3,6,4,15
3104,2019,2,14,4,9,6,33
4803,2019,1,2,2,6,2,12
2832,2019,1,6,0,1,1,8
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2842,2019,2,0,0,1,0,1
2842,2019,2,2,0,0,0,2
2842,2019,2,1,0,0,0,1
9105,2019,2,68,270,57,76,471
1807,2019,2,2,1,2,0,5
1807,2019,2,5,1,2,0,8
2745,2019,2,15,54,88,29,186
2810,2019,2,145,83,58,56,342
2723,2019,1,7,4,4,1,16
2723,2019,1,3,0,1,0,4
2723,2019,1,2,0,3,0,5
2723,2019,1,0,0,0,1,1
2723,2019,1,0,0,0,1,1
2723,2019,1,2,0,1,0,3
2723,2019,1,3,0,4,1,8
2723,2019,1,0,0,1,1,2
2723,2019,1,0,0,0,1,1
2723,2019,1,0,0,0,1,1
2731,2019,2,90,35,602,310,1037
5802,2019,2,369,55,46,47,517
3801,2019,2,0,0,0,1,1
3801,2019,2,0,0,0,1,1
1830,2019,2,0,26,14,1,41
2724,2019,2,14,5,2,1,22
2832,2019,2,1,0,1,1,3
2832,2019,2,1,6,1,1,9
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
1728,2019,2,218,138,191,104,651
2713,2019,2,81,5,156,15,257
2833,2019,2,192,23,116,58,389
2901,2019,2,21,37,16,4,78
3715,2019,2,10,29,70,5,114
1833,2019,2,194,10,152,9,365
1806,2019,2,1,2,2,2,7
1806,2019,2,0,8,4,1,13
1806,2019,2,0,0,0,1,1
1806,2019,2,0,2,5,0,7
1806,2019,2,0,0,3,2,5
2301,2019,2,7,2,0,0,9
2301,2019,2,3,0,1,0,4
9116,2019,2,19,28,30,9,86
2837,2019,2,2,0,10,1,13
2837,2019,2,8,1,11,1,21
2837,2019,2,9,5,10,1,25
9119,2019,2,69,26,153,68,316
2725,2019,2,261,8,799,50,1118
1816,2019,2,127,137,255,55,574
1114,2019,2,117,12,42,28,199
2723,2019,2,4,0,5,1,10
2723,2019,2,2,0,1,0,3
2723,2019,2,18,0,6,1,25
2723,2019,2,0,0,1,0,1
2723,2019,2,0,0,0,7,7
2723,2019,2,0,0,0,1,1
2723,2019,2,0,0,1,1,2
2723,2019,2,0,0,1,1,2
2723,2019,2,0,0,0,1,1
1706,2019,2,285,86,469,56,896
9129,2019,2,0,1,0,1,2
9129,2019,2,0,4,1,0,5
9129,2019,2,0,0,0,1,1
9129,2019,2,1,3,0,1,5
9129,2019,2,0,6,1,0,7
9129,2019,2,1,0,0,1,2
1711,2019,2,419,288,456,88,1251
1119,2019,2,55,15,17,24,111
3102,2019,2,14,6,19,2,41
3703,2019,2,4,21,28,4,57
3107,2019,1,5,1,1,0,7
3107,2019,1,3,0,3,1,7
1813,2019,2,35,2,64,5,106
1813,2019,2,8,16,88,3,115
1805,2019,2,195,104,106,38,443
2110,2019,2,17,0,8,10,35
2743,2019,2,3,1,1,0,5
2743,2019,2,5,1,1,0,7
2743,2019,2,2,0,1,0,3
2743,2019,2,2,0,2,0,4
2743,2019,2,0,0,1,0,1
9900,2019,2,8,7,10,2,27
2836,2019,2,19,1,16,2,38
3107,2019,2,3,0,1,1,5
3107,2019,2,1,0,0,0,1
3107,2019,2,6,1,1,1,9
3107,2019,2,3,0,3,1,7
2744,2019,2,121,52,10,7,190
1815,2019,2,0,1,0,1,2
1815,2019,2,1,0,1,1,3
1815,2019,2,1,0,1,1,3
1815,2019,2,0,0,0,1,1
1815,2019,2,1,2,0,1,4
1815,2019,2,33,7,6,1,47
2743,2019,2,1,0,3,1,5
1835,2019,2,70,115,96,37,318
1815,2019,2,1,0,0,1,2
1815,2019,2,1,0,0,1,2
1815,2019,2,0,0,1,1,2
1815,2019,2,1,0,4,1,6
1815,2019,2,6,4,8,1,19
1815,2019,2,1,0,0,1,2
1815,2019,2,0,0,5,0,5
1815,2019,2,2,1,4,2,9
1831,2019,2,71,149,142,56,418
2805,2019,2,186,55,273,48,562
1714,2019,2,125,150,125,41,441
1709,2019,2,249,94,207,28,578
2102,2019,2,0,1,0,0,1
2102,2019,2,0,1,0,1,2
2102,2019,2,0,0,3,1,4
2102,2019,2,0,1,0,0,1
1808,2019,2,1,0,2,1,4
1808,2019,2,2,0,0,1,3
1808,2019,2,0,0,2,0,2
4801,2019,2,1,0,1,1,3
3713,2019,2,21,54,25,9,109
9926,2019,2,35,150,13,6,204
2709,2019,2,4,2,0,1,7
2709,2019,2,4,1,0,1,6
2709,2019,2,5,3,3,1,12
2709,2019,2,4,1,1,1,7
2709,2019,2,10,12,4,1,27
3302,2019,2,56,15,80,53,204
9914,2019,2,2,4,16,6,28
1214,2019,2,9,2,2,1,14
2715,2019,2,181,21,549,28,779
1201,2019,2,8,1,10,3,22
1201,2019,2,7,1,6,3,17
1201,2019,2,6,1,3,4,14
1201,2019,2,1,0,3,2,6
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,0,1
2102,2019,1,1,1,1,0,3
2102,2019,1,1,0,1,0,2
2102,2019,1,1,0,1,0,2
2102,2019,1,1,1,8,17,27
2102,2019,1,1,0,0,0,1
2102,2019,1,1,0,0,0,1
2209,2019,1,160,28,98,25,311
1804,2019,1,221,103,393,64,781
1207,2019,1,196,118,112,71,497
9128,2019,1,0,0,1,1,2
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,3,0,4,1,8
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2832,2019,1,1,0,1,1,3
2842,2019,2,0,0,1,0,1
1118,2019,2,127,25,60,32,244
1807,2019,2,2,1,1,0,4
1807,2019,2,10,1,2,0,13
2749,2019,2,30,7,33,7,77
2723,2019,1,4,0,2,1,7
2723,2019,1,3,0,3,1,7
2723,2019,1,11,0,1,0,12
2723,2019,1,18,0,6,1,25
2723,2019,1,1,0,0,0,1
2723,2019,1,0,0,0,1,1
1201,2019,2,3,1,3,2,9
1201,2019,2,4,18,36,4,62
1222,2019,2,1,0,1,1,3
1808,2019,1,2,0,1,1,4
1808,2019,1,16,3,6,1,26
1808,2019,1,8,6,2,1,17
1808,2019,1,26,3,2,0,31
1808,2019,1,0,0,0,1,1
1808,2019,1,8,1,2,1,12
1808,2019,1,0,0,1,0,1
1102,2019,2,92,358,81,54,585
2106,2019,1,25,38,65,17,145
2106,2019,2,37,27,38,13,115
2106,2019,2,23,28,75,19,145
2106,2019,2,22,23,54,13,112
1822,2019,1,7,8,2,0,17
1727,2019,1,29,65,50,25,169
2906,2019,1,8,21,41,18,88
9129,2019,1,0,4,1,0,5
9129,2019,1,0,0,4,0,4
9129,2019,1,1,0,0,1,2
9129,2019,1,3,2,2,0,7
9129,2019,1,0,3,3,0,6
2842,2019,1,1,0,1,0,2
2842,2019,1,0,0,1,0,1
2842,2019,1,0,3,1,0,4
3801,2019,1,1,0,0,0,1
2749,2019,1,27,9,36,8,80
1807,2019,1,2,1,2,1,6
3807,2019,1,0,1,0,1,2
3807,2019,1,0,1,0,1,2
1806,2019,1,4,0,0,1,5
1806,2019,1,3,0,1,2,6
1806,2019,1,0,2,1,0,3
1806,2019,1,21,0,1,0,22
1806,2019,1,1,3,4,2,10
1806,2019,1,0,2,0,1,3
1806,2019,1,0,12,4,1,17
1806,2019,1,0,24,4,1,29
2211,2019,2,16,2,6,17,41
2727,2019,1,87,0,128,19,234
3303,2019,2,11,3,15,13,42
2832,2019,2,8,0,1,1,10
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
2832,2019,2,1,0,1,1,3
3807,2019,2,0,0,0,1,1
1806,2019,2,0,8,9,1,18
1806,2019,2,0,5,4,0,9
1806,2019,2,0,5,1,0,6
1806,2019,2,5,0,1,0,6
2301,2019,2,1,0,1,1,3
2301,2019,2,3,0,0,1,4
2702,2019,2,102,0,95,38,235
1710,2019,2,129,165,403,115,812
2906,2019,2,8,21,41,18,88
2719,2019,2,106,44,61,44,255
2723,2019,2,0,0,1,1,2
2723,2019,2,1,0,1,1,3
2723,2019,2,0,0,4,2,6
2723,2019,2,2,0,2,0,4
2723,2019,2,0,0,2,0,2
2723,2019,2,4,0,2,1,7
2723,2019,2,5,0,4,1,10
2723,2019,2,1,0,1,2,4
2723,2019,2,3,0,4,1,8
1806,2019,1,6,0,1,0,7
1806,2019,1,0,2,0,2,4
2829,2019,1,538,126,1363,197,2224
1214,2019,1,17,9,3,0,29
4108,2019,1,24,28,35,11,98
2712,2019,1,79,12,82,4,177
1830,2019,1,0,131,78,6,215
1813,2019,1,5,7,3,1,16
1813,2019,1,3,10,43,3,59
1813,2019,1,0,1,0,1,2
1114,2019,1,120,12,42,29,203
3702,2019,1,1,6,0,16,23
4813,2019,1,225,80,38,3,346
9107,2019,1,10,6,40,21,77
2837,2019,1,1,0,2,1,4
3102,2019,1,14,6,19,2,41
3117,2019,1,6,4,26,6,42
2301,2019,1,14,0,1,0,15
2301,2019,1,2,0,3,1,6
2301,2019,1,3,0,0,1,4
2301,2019,1,3,2,1,1,7
2301,2019,1,0,0,5,1,6
2301,2019,1,0,1,1,0,2
2738,2019,1,21,8,87,9,125
1110,2019,1,228,166,111,1340,1845
2208,2019,1,13,2,11,4,30
2905,2019,1,20,35,40,30,125
2740,2019,1,1,0,2,8,11
2743,2019,1,2,0,1,0,3
2743,2019,1,1,1,3,0,5
2743,2019,1,2,1,4,0,7
2743,2019,1,0,0,1,0,1
2743,2019,1,1,0,4,1,6
2743,2019,1,1,1,3,0,5
2743,2019,1,1,1,6,0,8
1105,2019,1,135,23,56,37,251
2746,2019,1,17,26,251,12,306
1815,2019,1,1,0,0,1,2
1815,2019,1,0,0,3,1,4
2723,2019,2,1,0,1,1,3
9129,2019,2,0,3,1,0,4
9129,2019,2,1,2,0,1,4
9129,2019,2,0,2,0,1,3
9129,2019,2,1,1,1,1,4
1832,2019,2,150,60,90,30,330
1105,2019,2,134,24,56,37,251
3107,2019,1,3,0,1,1,5
3107,2019,1,2,0,0,0,2
3107,2019,1,1,0,0,0,1
3107,2019,1,3,0,0,1,4
1813,2019,2,2,6,162,3,173
1813,2019,2,1,1,12,1,15
1813,2019,2,32,13,22,2,69
1813,2019,2,10,18,194,10,232
2730,2019,2,8,22,25,9,64
2737,2019,2,41,33,56,27,157
9913,2019,2,39,43,63,6,151
1730,2019,2,8,19,64,10,101
2743,2019,2,0,0,4,0,4
2743,2019,2,1,1,5,0,7
3107,2019,2,1,0,0,0,1
3107,2019,2,3,0,0,1,4
3103,2019,2,1,2,3,1,7
1815,2019,2,1,0,0,1,2
1815,2019,2,1,0,1,1,3
1815,2019,2,1,0,1,1,3
1815,2019,2,1,1,0,0,2
1815,2019,2,2,0,0,1,3
1815,2019,2,9,0,2,1,12
1815,2019,2,1,1,0,1,3
1815,2019,2,1,3,2,1,7
1815,2019,2,1,0,3,1,5
1828,2019,2,199,78,220,215,712
2102,2019,2,0,1,0,1,2
2102,2019,2,0,1,0,1,2
2102,2019,2,1,2,0,2,5
2102,2019,2,0,1,2,1,4
2102,2019,2,0,2,0,0,2
1815,2019,1,0,0,1,1,2
1815,2019,1,1,0,0,1,2
2709,2019,1,4,1,0,1,6
2709,2019,1,3,0,2,1,6
1201,2019,1,4,0,1,1,6
1201,2019,1,3,0,1,1,5
1201,2019,1,1,0,8,1,10
1201,2019,1,4,1,3,3,11
1201,2019,1,11,7,8,5,31
1201,2019,1,27,2,6,4,39
